food	service	text
2	5	Начнем с плюсов: 1. Интерьер очень понравился: большие окна, приглушенный свет, интересный дизайн фонариков.2 2. Установлено несколько ЖК экранов на которых показывают советские фильмы без звука. 3. Играет не напрягающая музыка - блюз, джаз рок-н-рол. Интерьер, музыка, обстановка очень понравились 10 баллов. Кухня: 1. Маленькие порции. 2. Еда - невкусная, меню не разнообразное. 3. Хотя кухня по четвергам работает до 1.00 ночи в 00.00 японская кухня уже была закрыта. 4. Половину скудного меню заказать не удалось, т.к. что-то там закончилось. Был 2 раза - оба раза на машине - поэтому о пиве ничего сказать не могу (может быть оценка за кухню, была бы выше) Сервис: Сервис, сервис, сервис... Да обычный сервис... Скорее не понравился, чем понравился (возможно настроение было испорчено недостатками кухни).
1	1	Были компанией из пяти дам 30 августа. Обслуживание ужасное, постоянно звали официантку криками( к нам она обычно просто так не подходила), приборы и салфетки принесли только после просьбы (на столе их не было), и то через минут 10, а вот платить пришлось ходить самой, платила администратору и просила позвать официантку, и до конца пребывания , т. е минут 40 еще официантка в зал не вышла ! В довершение всего одной из нас стало плохо от пищи сразу после еды, а через час вытошнило!
0	7	Могу сказать про Nebar только одно- Самый лучший кальян в городе!!!Как хотите, так и сделают) Ах да, и потрясающий банановый коктейль -лучше нигде не пробовала!
0	9	Мне понравилось! Были с мужем 30 августа. Привлекла нас туда открытая терраса с видом, где собственно и присели. Сразу подошел официант, предложил меню, пледы...посоветовал с выбором вина и сыра. Большое ему за это спасибо, все было гуд! Обслуживал вежливо, ненавязчиво , профессионально. Про кухню ничего не могу сказать, т.к были сыты, ничего не заказывали. Вообщем приятное впечатление. Единственный минус, это немного поплутали в поисках входа.
0	2	Испорченные выходные. Категорически не советую данное заведение! Первое посещение бара случилось осенью 2010г. понравилось многое: интерьер, музыка, шоу bargirls, хотя не дотягивает и до иксов. Не понравилось попрошайничество девушек за баром, однако все были милы и принимали отказы не слишком грубо как в последний раз (мой действительно последний раз в данном заведении). Стоит напомнить, что ценник на напитки в данном баре отнюдь не дешевые, коктейли выходят у них какие-то безалкогольные. Да и так - если всреднем шот Б52 за 50-60гр в любом приличном баре отдаш 200-250 р. то сдесь - 350 за 30гр. Кола -150р(даже не в стекле) Но безумно нравилась атмосфера зала и девушки по ту сторону и по эту. Нужно заметить, что никогда не скупился на выпивку и на чаевые, тк сам проработал в этой сфере нимало лет. Наверно так же как и все хорошее когда нибудь заканчивается - закончился Гадкий кайот. Ни малейшего продвижения, а что касается персонала - провал полный. Девушки, если их так можно назвать бармены - полное хамло, не возвращающие сдачу. На просьбу вернуть таковую, отвечают, мол это нам (по 200р с одного ром-кола), после долгих прений и уговоров самим распоряжаться своими деньгами - комкают и швыряют деньги, чем хуже опускают их в твой заказ - бред полный - выморозили!!! Персонал - наше все, они задают атмосферу - ими пропитан воздух заведения. ТАК ДЕРЖАТЬ КАЙОТКИ - скоро у вас никого не останется такими темпами! удачи.
1	1	13 мая отмечали день рождения. Накануне по телефону долго договаривались о столике в некурящей зоне. Приехав в ресторан, очень были удивлены тем, что столик наш оказался как раз в зоне, где курят. После некоторой беготни персонала нужное место все же нашлось. К сожалению, это было только начало наших неудач.Развлекательной шоу- программы, которую обещали по телефону, вообще не было; официантку мы не могли зазвать к нашему столику- она, не замечая наших призывов, все время порхала мимо. В этом ресторане бываем очень часто т.к. живем недалеко. В течении последних двух лет замечаем резкую деградацию, причем скорость ее увеличивается: чем дальше тем хуже. Все что не понравилось перечислять не буду, чтобы не утомлять читателей, но финал нашего посещения таков: в десерте у дочки оказалось что-то острое( оцарапавшее ей горло) в ужасе она побежала в туалет и , засунув два пальца в рот постаралась избавиться от всего съеденного. Когда мы уходили я попыталась высказать свое неудовольствие девушке при выходе( бейджика у нее не было, но было много брекетов). Слушать меня она не захотела, заявив, что все неудовольствия я имею полное право выложить в интернете( видимо расчет на человеческую лень), что я и делаю, предостерегая всех, кто собирается посетить этот ресторан.
0	8	Название, судя по всему, связано с голландским городом Grolle(ныне Грунло), родины пива Grolsch. Но поскольку знатоком пива я не являюсь, то у меня звучание слова Гролле отчего-то вызвало ассоциации с чем-то рокочущим и перекатывающимся. Занятно, но оказывается, что в немецком языке "Groll" означает "злоба", "гнев" и "раскаты грома". Расположенное на углу Большого проспекта В.О. и 7-ой линии заведение не бросается в глаза, а красные буковки скорее сбили меня с толку своей легкомысленностью. Лишь чуть позднее я оценила и относительную близость транспортных магистралей, и удобную возможность парковки. Но,каюсь, на В.О. бываю крайне редко - ориентируюсь с запозданием. Встреча прямо у входа - радостная и широкоулыбчивая. Правда, меня уже ждала моя знакомая, к которой меня тут же и сопроводили радушнейшим образом. Сидели мы справа от входа, в некурящем зале, было не душно и вполне комфортно. Первое же впечатление - ресторан. Пусть стилизованный под таверну, пусть не пафосный и не требующий строгого дресс-кода, но именно ресторан. Причём, задуманный и сделанный с явным намерением, если не поразить, то уж как минимум произвести впечатление. Интерьер мрачновато-агрессивен, со множеством деталей и диковинок. Нет, это не "лавка древностей", а скорее некий варварский чертог. Чего стоит меняющая лик ростра, которая украшает барную стойку или зловещий осьминог, нависающий над пышущим жаром мангалом. Если я и не рискнула бы назвать это убранство гармоничным, то уж однозначно смелым, оригинальным и наполненным каким-то дерзновением. Может не нравиться, но и не забудется. Музыкальный фон приятный и не требующий повышать голос для разговора с собеседником. Посещение туалета настоятельно рекомендуется.)) Время (16-00) подразумевало обед, что и сподвигло меня прельститься бизнес-ланчем. Признаюсь, мне зачастую нравится использовать принцип "отделаться малой кровью", попадая в незнакомое место и пытаясь понять, есть ли резон туда возвращаться в будущем. А тут тебе "деловой обед" за 395 рублей, включающий салат-бар, суп, горячее и морс. Бюджетно! К слову: bougette — кошель, сумка, кожаный мешок , именно в таком мешке и приносят счёт. Ещё одно попадание в жанр, уж не говоря о национальных костюмах официантов. Бизнес-ланчи разнятся по дням недели, на нашу долю выпали Грибной суп из белых грибов Котлеты с пюре (2-ой вариант -судак) Но всё начиналось с салат-бара. Прямо в руки мне была вручена тарелочка, с которой я, вдруг почувствовав себя школьницей, направилась к витрине с закусками. В ассортименте - сельдь под шубой, огурчики, "оливье", рыбный салат, буженина, икра "заморская" и,возможно, что-то ещё, но тарелочка "закончилась". Впрочем, это к счастью - для прелюдии достаточно. И даже вкусненько! Грибной суп можно было бы назвать изумительным, таким он был душистым и наваристым, но имел один недостаточек - был чуть тёплым. Подавался в небольшой плошке, не слишком удобной для манипуляций там ложкой. В любом случае, я его съела! Котлеты с пюре оказались выдержанными в том же щадящем тепловом режиме и не столь безукоризненными на вкус, поэтому половина порции была скормлена собеседнице. Судаком она осталась вполне довольна. Морс был замечательным, а вот творожный десерт с грушей (245руб.) - скорее скучноватым.( 2-ой раз не взяла бы.) Сервис меня совершенно устроил, хотя ничто не говорило не только о вышколенности персонала до автоматизма, но и о наличии серьёзного трудового стажа. Зато налицо были благожелательность, вежливость и отчётливая старательность. В общем, поводов расстраиваться не возникло. Девушка и молодой человек всё время были начеку и делали всё возможное для нашего комфорта. Эпикриз: "Сыроватый" тяжеловес, имеющий чёткую концепцию, но рассчитанный при этом на довольно широкую аудиторию. Кстати, посетителей было немало, самых разных и,похоже, большей частью не новичков. Полноценного мнения о кухне у меня пока не сложилось (поставила бы -7, но не буду), поэтому решительно настроена повторить визит и опробовать что-нибудь глобальное.
2	3	Мой друг хвалил это заведение - решила тоже зайти. Официантку предуапредила сразу: обслужить нужно быстро. Да-да... Мы с другом заказали-то всего чайник чая и по 1 пасте. Ждали столько, что чуть в кино не опоздали, хотя изначально был времени!! Но когда принесли пасту...я подумала, что лучше бы её не приносили вообще =/ Если это была итальянская паста Четыре сыра, то я - хороший итальянский повар! Потому что сама её приготовлю лучше, чем на Невском, 106! Это было нечто недоваренное (не аль денте, не подумайте, а именно сырая паста), остывшее, посыпанное самым дешёвым сыром, который даже не расплавился! В общем, до сих пор не могу отойти отойти от шока. Хотя, ГОВОРЯТ, там неплохо играют джаз...
1	1	УЖАС-УЖАС-УЖАС!!!!! Вместо курицы в кисло-сладком соусе куски жареного теста, жареный кальмар -вкуса резинки для денег (резинка наверное мягче), свиные ушки более или мене еще съедобные, но съесть их вилкой практически невозможно, а "палочек" для еды "братьям славянам" китайцы в этом ресторане не дают! Принесли блюдо с едой, а ложку, что бы разложить ее не дали, пришлось каждому "ковырять" своей вилкой. А пиво !!!!!!????? нет слов, одни эмоции - даже в самом отстойном пивняке такого не подадут, вкус отсутствовал вообще, наверное остатки от "Китайского городового", а в "Лотосе" его разбавили и теперь распродают. В ресторане находились соотечественники из Китая, их обслуживали по высшему разряду и пиво у них было соответствующее (глядя на них и был заказан выше упомянутый напиток). Вечер испорчен, деньги потрачены впустую, удовольствия никакого, только изжога от плохой еды и "сушняк" от гадкого пива. ЭТО ВСЕ ОТНОСИТСЯ К НОВОМУ РЕСТАРАНУ "ЛОТОС" НА МЕСТЕ "КИТАЙСКОГО ГОРОРДОВОГО"
1	1	Впечатления мягко говоря не очень... Одно из блюд, которые заказывали, было фахитос -- это просто тихий ужас. Принесли практически холодное блюдо под странным майонезным соусом... про салат с тунцом -- просто промолчу... Что касается обслуживания -- официант появился только 2 раза, когда принимал заказ, забирал счет и посуду. Единственный плюс - это оформление зала.
1	1	Большое разочарование отштаного заведения! Холодно очень, сидели в шубах и пуховиках! Музыка неплохая, но диджеи просто сидели и включали музыку. Никакой развлекательной программы в субботу вечером! В счете был выставлен совсем другой напиток, в отличие от заказанного и по другой цене соответственно! В итоге - полный отстой, не ходите сюда, не тратьте время и деньги!
1	3	Что касается вида и уюта, согласна. Насчет обслуживания, как и в большинстве наших ресторанов и забегаловок: заказ ждешь 30-40 минут, потом ждешь чек, потом сдачу... (в забегаловках это можно объяснить большим количеством народа, а здесь-то пусто!) Но это оказалось - цветочки. 5.04.2010 забежала с приятельницей перекусить. Заказали чай, три запеченные суши с креветками, три с угрем. ВСЁ! Ресторан пустой (вторник), занято два-три столика. Заказ ждали 40 минут. Дождались, съели. Посмотрев в счет, я обнаружила, что вместо трех, съела 6 запеченных суши с креветками. На мой вопрос официантка заявила, что они положили в каждое суши по две креветки, поэтому я съела ШЕСТЬ суши. Теперь о качестве. Дело в том, что я люблю суши именно с креветками и далеко не первый раз их ем. Поэтому посмотрела я на то что мне принесли очень внимательно и, извините, поковырялась. Обнаружила там по одной микро-коктельной криветке в крайне пересушенной оболочке. Но съела и слова не сказала, пока счет не принесли. Оказалось, что суши были с ТИГРОВЫМИ креветками, да еще в каждой было их по две!!! А теперь представьте себе тигровую креветку и попробуйте разместить две штуки на одном суши! Вряд ли такое возможно... Вот вам и ресторан! Не в каждой забегаловке так нагло разводят. Причем я там бывала не раз и не два, с друзьями там встречалась, ужинала .. И очень хотелось бы знать, администрация в курсе подобных вещей? Не жалко за 200-300 рублей терять с десяток-другой клиентов? Ведь ни я ни мои друзья, которые там бывали со мной и без меня, после подобных вещей там не появятся и проинформируют, в свою очередь, своих знакомых. Да, на всякий случай, за ТРИ запеченных суши с креветками (так называемыми тигровыми) я заплатила 540 рублей, т.е. по 180 рублей за одно суши. Самые дорогие в меню 130 рублей.
2	1	Интерьер поражает своим безвкусием, впечатление, как в огромном ангаре. Обслуживание не впечатляет, развязные молодые люди, не обремененные воспитанием. Пиццу ждали 40 минут! Люблю белое нефильтрованное пиво, всегда заказываю его в пабах, в Тинькофф пиво дорогое, с претензией на высокий класс, но на вкус не дотягивает до европейских аналогов!!! Спасибо за внимание.
0	1	Мы приехали в 3 утра, стоит толпа, которую не пустили еще с 12 ночи... Мы спокойно прошли и были в шоке от количества народа, набившегося в одном маленьком помещении на втором этаже. Хотя на первом - не было никого, кроме нескольких подозрительных личностей , явно не в адеквате (музыка для них соответствующая). Вобщем, в пять включили везде свет и начали всех выгонять. Вот такой прекрасный клуб!
0	8	Отличное место для тусовки! Думаю, лучшее место на Крестовском! Публика нарядная и позитивная. Отличная музыка. Если погода хорошая, будет не протолкнуться :) вход бесплатный, фэйсконтроль. Цены выше среднего. Заказывал только напитки, про кухню ничего сказать не могу. Заказ столика - 10 тыр и 30 тыр. В цену входит 1 бут. алкоголя на выбор и много колы :).
1	1	Отмечали Новый год в вышеуказанном заведении. Господа,не дай Бог вам там оказаться!!!!Все отвратительно!!!!
2	2	К сожалению, все отзывы очень старые и не соответствуют сегодняшней действительности. Сегодня, гуляя в парке решили зайти с дочкой и маленьким сыном перекусить. Сели за столик на улице, официант нас увидел в окно, но почему-то решил меню не выносить. Посидели несколько минут, ладно, сама сходила попросила меню. Выбрали элементарное - блинчики. Заказ приняли, сидим ждем. Ждали не менее получаса, дочка вся извелась. Кроме нас за столиками практически никого не было, а те кто был просто пили кофе. Приносят... Я в шоке. Блины серые, как резиновые, ни вкуса ни аромата, при этом, блины с вареньем стоят 190 р за порцию, а с творогом 240. Как готовит другие блюда их повар, что-то узнавать не хочется. Просим счет.Ждем. Еще ждем. Я с двумя малышами! Проходит минут 15, я встаю, собираюсь - ноль реакции. Прохожу по тропинке к детской песочнице ( абсолютно в поле зрения официанта) Там мы еще минут 10. Я считаю это просто издевательство. Платить за невкусную еду при таком отношении персонала запрашиваемые суммы отказываюсь.
0	0	Мальчики и Девочки! Интерьер, конечно создает впечатление дорогой жизни, но обратите внимание на прожженные сигаретами диваны, официантов которые не в курсе что входит в состав того или иного блюда и что вообще есть в наличии из меню. Что касается обслуживания, то достойно там обслуживают только тех у кого "толстый кошелек", и то по итогу обхают и опустят; так же "стелятся" перед девочками которых хотят раскрутить на ту или иную тему. Кухня в прямой зависимости находиться от того в каком настроении находиться повар,от того насколько долго залеживаются продукты. Что касается скидок, то в кафе, где все находиться на высшем уровне- акций не бывает(ну конечно кроме постоянных клиентов). Из этого следует что большинство клиентов потеряно, и надо каким-то образом завлекать новых, что на мой взгляд получается не очень. Персонал бывает дотошным и не всегда там можно отдохнуть и расслабиться так как хочется- это расстраивает!
1	1	Все Евразии испортились!!! ходить туда стало просто не возможно!!! Официантов не дождаться, еду можно ждать час, полтора!!!!!! в чек вбивают лишнее!!!! и приносят не то что заказывали!!!! а так как теперь во многих заведениях подобного типа присутствует акция "второе блюдо - бесплатно", скоро к ним вообще перестанут ходить люди!!!!
1	2	Только вернулись. Заказывал столик на двоих утром,по телефону. Странным показался вопрос, о предпочтениях - "мясо или рыбу?" Предупредил, что у жены ДР и она в положении. На мой вопрос не продует ли её мне ответили, что затопят камин. Попросил организовать цветы (5 роз) на столик. В итоге, во всём ресторане мы были единственными посетителями, видимо поэтому про камин ребятки "забыли". Бокал вина и два сока ждали 30 минут. Роз стояло 9. Попробовали: "жульен с курицей и грибами" - грибы жесткие, пересолен. "свинина под соусом с драниками" - 5 маленьких кусочков мяса серого цвета и странные ломти коричневого цвета со вкусом картошки. Пересолены. "лосось в золотистой корочке" - из-за обилия соли вкус рыбины от меня ускользнул. В общем, холодно, повар безнадёжно влюблён и медлителен, при расчёте "автоматом" не дошли со сдачей 55 рубльсов. Но были и плюсы... Швейцар - вежлив и галантен. Кофе не самый жидкий. Больше ни ногой!
1	1	плохо!очень плохо!
2	7	Пишу здесь... Пишу, пока свежо в памяти... Вспоминаю ту газету или журнал, где я про него прочитала… Зачем? Чтобы больше не повестись. Сегодня была возможность выбора, но вспомнив о достаточно бодрой статье, решили с подругой заехать и перекусить что-нибудь. Место находится в маленьком садике (или что-то типо того), подходить к нему нужно по отмостке вдоль здания и входа в какой-то магазин, возле которого сидели сильно пьяные люди. Подруга, пока мы дошли от Литейного до входа отговаривала и убеждала, что раньше там было какое-то ужасное заведение, но мы дошли, увидели вполне пристойный интерьер и решили остаться. Как и было обещано в статье – на столе стоит бутылка с родниковой водой. В меню рядом с многими позициями написано НЕТ. Из десертов был только торт «Фантазия», который мы не решились заказать. Интерьер мне очень понравился, аккуратные стульчики и столики, на стенках много фотографий и кажется, что они беспорядочно висят, но это придает какой-то особый шик. Ребята, официанты, полностью соответствуют стилю заведения… но… мне принесли кусок свинины с пюре. Свинина была толщиной сантиметра два и суховато запеченная, картошка в пюре, как-то не до конца помята и вообще по виду все это напоминало тарелку, которую мне дает обычно мама дома, стараясь набить до краев пищей, чтобы я побольше покушала. Вид был никакой. Салат с яблоками, орешками, виноградом и чем-то еще, который заказала моя подруга был самым обычным, хотя и более изящно оформленным. Wi-fi – пожалуй самое большое преимущество этого заведения. Не думаю, что при наличии большого количества соседей я приду еще туда перекусить… Хотя, ценник вполне гуманный – свинина с пюре – 390, салат порядка 130 (не уверена, но что-то типо этого), сок томатный – 50.
0	2	Хороший БЫЛ ресторан, пока о нём НЕ ЗНАЛИ ТОЛПЫ КУРИЛЬЩИКОВ! Теперь здоровым людям туда путь заказан! Очень жаль! Вешайте топор при входе, товарищи хозяева! Когда он пропадёт, будем рады вернуться в вашу уютную обстановку и вновь оценить вашу кухню!
2	1	Б Были 2 января с подругами. Обстановка хорошая - несколько похожа на иксы. НО музыка просто ужасна, танцевать под нее было практически невозможно какие-то старые заезженные песни, те которые недавно вышли из ротации и успели всех окончательно достать, что-то типа Kesha итп. Что касается алкоголя мы заказывали виски с колой стоило удовольствие 300 рублей, однако разбавлен напиток был так, что виски там вообще не чувствовалось все равно, что колу пьешь, когда мы попросили официантку принести отдельно 3 виски и бутылку колы, она сказала, что стоить будет это 1400, не понятно с чего-(( В общем мы ушли оттуда в середине ночи и больше, никогда не вернемся, ибо на репутацию свою заведению кажется наплевать.
0	8	Поскольку прием в салоне задержался решила зайти перекусить после работы. Неделю клинило на мечте о хачапури. Зашла, встретили посадили. Меню выдали сразу. Заказ приняли практически моментально (5-минутный поиск глаз..). Хачапури по-имеретински и без-алко Мохито Теперь можно и осмотреться. Уютный, на мой взгляд, совсем не восточный интерьер. Удобный кресла, диваны также подойдут хорошо для восточной неспешной трапезы. Имеется детский уголок (мне повезло детей не было!!). Несмотря на открытую кухню ни запахов, ни жара не ощущалось. Интерьер и обслуживание для заведения в ТЦ просто великолепный Обслуживают все, кто проходит мимо тот все и делает, нет нужды ждать своего официанта. Мохито - просто приторный сироп ужас-ужас. Один плюс, что холодный. Хачапури огромный, горячий. Аромат и вкус просто сказка. Реальный конкурент пицце)) Счет и расчет опять же без вопросов. Приду ли еще? Нашла много интересных моментов в меню и в целом все понравилось. Так что ждите
0	1	Как говаривал классик:-"Сюда я больше не ногой". 3 мая 2013 года, в середине дня, встретившись с московской родней и друзьями возле океанариума на Звенигородской,на пожелание откушать чего-нибудь в итальянском стиле,вспомнил на беду свою про ресторан"Мама Рома" на Загородном проспекте.Эх,а какой,когда-то чудный магазин тканей был на этом месте.Лучше бы так и оставалось.Но обо всем по порядку.... Заходим в ресторан,тут же к нам официант-курящий зал или наоборот?Наоборот.Нет проблем-вам сюда.Меню пожалуйста.Пока все идет хорошо.Приняли у нас заказ-ждем.Рассказываю что здесь было раньше.Потом рассказываю,что раньше было по соседству.Когда дошел до Пяти углов,то обратил внимание,что пара,пришедшая после нас,и значительно,уже получает заказ.Посмотрели на время-40 минут.Однако.Ищем на горизонте официантку.Наконец нашли.Спрашиваем,а когда до нас,собственно,очередь дойдет.Получаем в ответ извинения,и обещания,что вот,вот уже несут.Приносят три салата,и снова затишье,а нас вообщето семь взрослых и ребенок.Сидим,ждем.Настроение постепенно понижается.Через еще минут 20,не выдерживаем,и снова зовем официантку.Приходят по очереди официантка и администратор.Очень извиняются,говорят про какие-то неразрешимые и необьяснимые проблеммы и обещают,что уже вот-вот и все наконец решится.Мы уже начинаем нервно посмеиваться,а ребенок наоборот грустнеет все сильнее,кушать то хочется.При очередном пробеге мимо,тормозим официантку,с вопросом доколе?Получаем ответ-рыба уже почти готова.Не услышав в перечислении почти готовых блюд,своего заказа-спрашиваю:-"А мидии как?",и получаю ответ,такой спокойный,без эмоций,и извинений:-"А мидий нет".Это через час ожидания.Смеялись мы очень долго,чем наверно очень напугали девушку,потому что,она исчезла тут же.Потом все же пришла и спросила,не желаю ли я заменить заказ.Решил,что так долго я не смогу тут находиться,поэтому отказался.Тогда в виде утешения предложили кофе,чай.Мы согласились,предполагая,что приготовление кофе,и наливание кипятка в чашку для чая-это процесс быстрый,но опять ошиблись.Теперь уже смех пробивал при любом появлении официантов,и проходе мимо,и обсуждении ресторана,и моих извинения перед гостями.В конце концов был и кофе,и чай ,и постепенно принесли почти все заказанные блюда.Последним обслуживали знакомого,заказавшего рыбу,и спагети с тунцом.Когда принесли рыбу,то вопрос о спагетти с тунцом загнал в ступор официантку.Она похлопала глазами,и сама видимо изумившись,сказала:"А про тунца забыли".Опять все долго смеялись.Вдруг бежит официантка с блюдом-нашлось.В общем резюмирую-поели плохо,обслуживание из рук вон плохо(1.5 часа ожидания),про кухню не скажу-не довелось.НО-ПОВЕСЕЛИЛИСЬ НЕ ХУЖЕ,ЧЕМ НА КОНЦЕРТЕ У ЗАДОРНОГО. Не ходите сюда люди,если вы хотите поесть. P.S. Кстати,если бы я прочитал заранее отзывы об этом ресторане,то лучше бы зашел куда-нибудь в другое место.Действительно,наверно должны смотреть как используется название очень неплохого ресторана на Караванной улице. и еще P.S. Скорее всего эти отзывы сами хозяева не читают,людей ходит по Загородному много,даже если туристы,или питерцы по одному раза заглянут,все равно касса будет.Вывод:Ребята,давайте интересоваться рестораном до его посещения.
0	0	Размышления о «везении», о причинах «везения», о том, кто в этом виноват и что с этим делать… Не собиралась я в «Стулья». Купила я себе фотик и теперь всё фоткаю. Хожу по улицам и фоткаю. Весна как-никак... Обострение. И вот гуляла я, гуляла и вдруг щелк и «стулья» на дисплее фотика. Ой, нормально я так догуляла, ну что ж, надо зайти, задание выполнить. Захожу и понимаю, что зря я так неожиданно зашла, нужно было туфли что ли надеть, платье покороче, чулки в цветочек, а то меня не восприняли. Вышибала в смокинге ручки сложил в пассивную выжидательно-оборонительную позицию, хостесс в пачке, улыбается, красивая! Ну ладно, отступать поздно. Раздеваюсь. Ой, мама, «граф Орлов с «визитом» … После такой встречи, я впала в прострацию. В состоянии полного шока меня довели до столика, на котором стояла резервная табличка. Я точно столик не заказывала. Потом присмотрелась, на всех столах таблички. Присела, головой по сторонам верчу, глазами хлопаю. Меню вручили, предложили вк принести. Странно думаю, зачем спрашивают… Потом я поняла, что вк в «Стульях» перемещается исключительно в руках, я вот не знаю как его назвать, но видать профи. Весьма харизматичный сомелье. Глядя на него, сразу чифиря заказать хочется… Что удалось попробовать в первый раз: цезарь с креветками, баклажаны, запеченные с мацареллой (так в счете "мАцарелла"), пасту с морепродуктами. Заказала и пошла мыть руки. Меня опять проводили. Я даже испугалась, не собираются ли они меня ожидать… И только после мытья рук я пришла в себя. Возвращаясь за свой столик, рассмотрела все фотографии встречавшиеся на пути. Да, мне есть к чему стремиться… Только не пойму, зачем в женском туалете обнаженные женщины, а в мужском что? Мужчины? Не логично. Сначала приехал чай. Я просила молоко к чаю. Молока принесли в сливочнике, но подогретым и с пенкой. Минут через пять принесли «Цезарь». Цезарь на 9. Салатные листья крупно порваны и хорошо заправлены, креветки обжарены, хрустят, с хвостиком, сухарики и тертый пармезан. Заправка с сильным запахом и вкусом соленой рыбки. Баклажаны так же, на 10. Стопочкой-зеброй выложены тонкие кружочки баклажана, помидора и моцареллы. С зеленым соусом. Вкусно. Подглядывала за соседним столиком. Такие тонкие маленькие приборы странно смотрятся в мужских руках, кажется, чуть больше усилий и вилка переломится. И вот тут мне «повезло». Пришла моя паста с морепродуктами. В детстве кто-нибудь варил вермешельку, закинув ее в холодную воду? Вот. Только лапша и со сладким привкусом. Вернула. После чего получила разъяснение от официанта, что пасту они делают сами и другой она не получится. Они ее из ДРУГИХ сортов пшеницы делают и она такая. В общем, мне ее не переделали и не убрали из счета. Поэтому кухня и сервис без оценки. ХК на 9. Ароматный всякий разный хлеб. В качестве комплимента принесли шарик оранжевого сорбета с веточкой мяты - украшение. Я не люблю после горячего сразу мороженное есть. Попробовала и оставила таить. Персиково-манговый с кусочками фруктов. Хороший сорбет, без льдинок. Зашла я удачно. Был вечер живой музыки. Играли и пели достаточно приятно, напряжения не было. Один из официантов периодически приплясывал, пощелкивал пальцами и яростно хлопал в ладоши по завершении композиции. В общем, я от вечера получила удовольствие. Насозерцалась, эмоций выше крыши, опять-таки почти вкусно покормили. Но больше не пойду. «Больше не пойду», - подумала я и сходила еще разик. Во второй раз был средиземноморский микс, суп-пюре из тыквы с артишоком, тирамису и морковный сок. Встреча, обслуживание, прощание все так же. Микс очень хорошо, на 10! Гигантские оливки, вяленые томаты, перцы, анчоусы, маринованный артишок, ой, а где же гигантские каперсы? Забыли, но мы не гордые, напомним. Принесли и даже добавили вяленных перцев и оливок. Суп из тыквы с капелькой трюфельного масла вкусно, интересно, не калорийно, на воде. На 8. В центре тарелки запеченный маринованный артишок. Тирамису, на 7. Большой кусок десерта со свежими ягодками - малинка и клубничка. Не очень сладкий, не очень жирный, не очень сырный. Морковный сок в барной карте и в меню имеет разную цену… Все же это место не для поесть, а для выпить, выпить и закусить.
